epoch,train_loss,val_loss,precision_0,recall_0,f1_0,support_0,precision_1,recall_1,f1_1,support_1,macro_f1,saved_model_path,training_phase
1,0.7139269709587097,0.6732274293899536,0.0,0.0,0.0,1.0,0.5,1.0,0.6666666666666666,1.0,0.3333333333333333,models/Secu_3_SUB_EN.jsonl.model_epoch_1,normal
2,0.706954300403595,0.6110451221466064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,models/Secu_3_SUB_EN.jsonl.model_epoch_2,normal
