epoch,train_loss,val_loss,precision_0,recall_0,f1_0,support_0,precision_1,recall_1,f1_1,support_1,macro_f1
1,0.23238502707905495,0.19022739492356777,0.9542168674698795,1.0,0.9765721331689272,396.0,0.0,0.0,0.0,19.0,0.4882860665844636
2,0.18507892466508424,0.19066660177822298,0.9542168674698795,1.0,0.9765721331689272,396.0,0.0,0.0,0.0,19.0,0.4882860665844636
3,0.15797409135848284,0.1503873886540532,0.9611650485436893,1.0,0.9801980198019802,396.0,1.0,0.15789473684210525,0.2727272727272727,19.0,0.6264626462646264
4,0.09952042223169254,0.13901113324727005,0.9728395061728395,0.9949494949494949,0.9837702871410736,396.0,0.8,0.42105263157894735,0.5517241379310345,19.0,0.767747212536054
5,0.06290911757745422,0.1411016026798349,0.972972972972973,1.0,0.9863013698630136,396.0,1.0,0.42105263157894735,0.5925925925925926,19.0,0.7894469812278031
6,0.04167973575218079,0.16096502175339714,0.972636815920398,0.9873737373737373,0.9799498746867168,396.0,0.6153846153846154,0.42105263157894735,0.5,19.0,0.7399749373433584
7,0.016746940194235112,0.17202093869519347,0.982367758186398,0.9848484848484849,0.9836065573770492,396.0,0.6666666666666666,0.631578947368421,0.6486486486486487,19.0,0.8161276030128489
8,0.0105000551422843,0.18410264405135351,0.982367758186398,0.9848484848484849,0.9836065573770492,396.0,0.6666666666666666,0.631578947368421,0.6486486486486487,19.0,0.8161276030128489
9,0.00969468529533165,0.19094780159111208,0.982367758186398,0.9848484848484849,0.9836065573770492,396.0,0.6666666666666666,0.631578947368421,0.6486486486486487,19.0,0.8161276030128489
10,0.010090031508857815,0.1967290298690876,0.982367758186398,0.9848484848484849,0.9836065573770492,396.0,0.6666666666666666,0.631578947368421,0.6486486486486487,19.0,0.8161276030128489
11,0.009375820827419655,0.1993040289514913,0.982367758186398,0.9848484848484849,0.9836065573770492,396.0,0.6666666666666666,0.631578947368421,0.6486486486486487,19.0,0.8161276030128489
12,0.00967408877869065,0.20127105962735817,0.982367758186398,0.9848484848484849,0.9836065573770492,396.0,0.6666666666666666,0.631578947368421,0.6486486486486487,19.0,0.8161276030128489
13,0.00953817096664212,0.20276084980622938,0.982367758186398,0.9848484848484849,0.9836065573770492,396.0,0.6666666666666666,0.631578947368421,0.6486486486486487,19.0,0.8161276030128489
14,0.009647513791256083,0.20356249520465589,0.982367758186398,0.9848484848484849,0.9836065573770492,396.0,0.6666666666666666,0.631578947368421,0.6486486486486487,19.0,0.8161276030128489
15,0.009427106979553802,0.20428082624969718,0.982367758186398,0.9848484848484849,0.9836065573770492,396.0,0.6666666666666666,0.631578947368421,0.6486486486486487,19.0,0.8161276030128489
16,0.009365865821914317,0.20359241692886615,0.982367758186398,0.9848484848484849,0.9836065573770492,396.0,0.6666666666666666,0.631578947368421,0.6486486486486487,19.0,0.8161276030128489
17,0.00917133766387661,0.2035941723958016,0.982367758186398,0.9848484848484849,0.9836065573770492,396.0,0.6666666666666666,0.631578947368421,0.6486486486486487,19.0,0.8161276030128489
18,0.0055774473383700335,0.21176147233479872,0.9823232323232324,0.9823232323232324,0.9823232323232324,396.0,0.631578947368421,0.631578947368421,0.631578947368421,19.0,0.8069510898458268
19,0.005105607952618112,0.211986263255732,0.9823232323232324,0.9823232323232324,0.9823232323232324,396.0,0.631578947368421,0.631578947368421,0.631578947368421,19.0,0.8069510898458268
20,0.005144417919487191,0.21792586454942536,0.9822784810126582,0.9797979797979798,0.9810366624525917,396.0,0.6,0.631578947368421,0.6153846153846154,19.0,0.7982106389186036
