epoch,train_loss,val_loss,precision_0,recall_0,f1_0,support_0,precision_1,recall_1,f1_1,support_1,macro_f1
1,0.5010627939001374,0.12016453295946121,1.0,0.9477124183006536,0.9731543624161074,153.0,0.3333333333333333,1.0,0.5,4.0,0.7365771812080537
2,0.12098407065090926,0.4210914194583893,1.0,0.8300653594771242,0.9071428571428571,153.0,0.13333333333333333,1.0,0.23529411764705882,4.0,0.571218487394958
3,0.05099326364048149,0.1272573985159397,1.0,0.954248366013072,0.9765886287625418,153.0,0.36363636363636365,1.0,0.5333333333333333,4.0,0.7549609810479376
4,0.029257666279116402,0.1384210418909788,1.0,0.954248366013072,0.9765886287625418,153.0,0.36363636363636365,1.0,0.5333333333333333,4.0,0.7549609810479376
5,0.017251619664223297,0.1110686686821282,1.0,0.9673202614379085,0.9833887043189369,153.0,0.4444444444444444,1.0,0.6153846153846154,4.0,0.7993866598517761
6,0.015434750072334124,0.11014807792380452,1.0,0.9673202614379085,0.9833887043189369,153.0,0.4444444444444444,1.0,0.6153846153846154,4.0,0.7993866598517761
7,0.011846342974382898,0.12422814574092626,1.0,0.9673202614379085,0.9833887043189369,153.0,0.4444444444444444,1.0,0.6153846153846154,4.0,0.7993866598517761
8,0.010212983814594538,0.12944377078674735,1.0,0.9673202614379085,0.9833887043189369,153.0,0.4444444444444444,1.0,0.6153846153846154,4.0,0.7993866598517761
9,0.01352637548647497,0.1333756169769913,1.0,0.9673202614379085,0.9833887043189369,153.0,0.4444444444444444,1.0,0.6153846153846154,4.0,0.7993866598517761
10,0.007581967010122278,0.13645547390915452,1.0,0.9673202614379085,0.9833887043189369,153.0,0.4444444444444444,1.0,0.6153846153846154,4.0,0.7993866598517761
11,0.006982422373055116,0.14198869606480002,1.0,0.9673202614379085,0.9833887043189369,153.0,0.4444444444444444,1.0,0.6153846153846154,4.0,0.7993866598517761
12,0.006466284293033506,0.14809053363278507,1.0,0.9673202614379085,0.9833887043189369,153.0,0.4444444444444444,1.0,0.6153846153846154,4.0,0.7993866598517761
13,0.008096851307250883,0.1128890160471201,1.0,0.9673202614379085,0.9833887043189369,153.0,0.4444444444444444,1.0,0.6153846153846154,4.0,0.7993866598517761
14,0.006035461353704981,0.1049351298250258,1.0,0.9673202614379085,0.9833887043189369,153.0,0.4444444444444444,1.0,0.6153846153846154,4.0,0.7993866598517761
15,0.005692628374242265,0.11224932698532938,1.0,0.9673202614379085,0.9833887043189369,153.0,0.4444444444444444,1.0,0.6153846153846154,4.0,0.7993866598517761
16,0.005556302226108053,0.11930262288078666,1.0,0.9673202614379085,0.9833887043189369,153.0,0.4444444444444444,1.0,0.6153846153846154,4.0,0.7993866598517761
17,0.005525965911700674,0.12110265931114554,1.0,0.9673202614379085,0.9833887043189369,153.0,0.4444444444444444,1.0,0.6153846153846154,4.0,0.7993866598517761
18,0.005601714000753735,0.11869748546741903,1.0,0.9673202614379085,0.9833887043189369,153.0,0.4444444444444444,1.0,0.6153846153846154,4.0,0.7993866598517761
19,0.005200637949873571,0.11988129885867238,1.0,0.9673202614379085,0.9833887043189369,153.0,0.4444444444444444,1.0,0.6153846153846154,4.0,0.7993866598517761
20,0.005175190896767637,0.12025775411166251,1.0,0.9673202614379085,0.9833887043189369,153.0,0.4444444444444444,1.0,0.6153846153846154,4.0,0.7993866598517761
