epoch,train_loss,val_loss,precision_0,recall_0,f1_0,support_0,precision_1,recall_1,f1_1,support_1,macro_f1
1,0.13873641805436748,0.05436073809575576,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
2,0.0515289747586044,0.05467265837181073,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
3,0.052359133654345684,0.05502462927968456,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
4,0.051473132433154836,0.0550002006169122,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
5,0.052844486656025626,0.05496306194422337,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
6,0.05195732089655044,0.05491903732315852,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
7,0.051238012715027884,0.05502781898786242,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
8,0.05061556940647559,0.055440011649177626,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
9,0.04631650668139068,0.056570511418752946,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
10,0.03362441307399422,0.05864017349309646,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
11,0.014817193634091662,0.06122746194999378,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
12,0.006645878387364344,0.06388705198724683,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
13,0.006305736140348017,0.06823165376240817,0.9903381642512077,0.9975669099756691,0.9939393939393939,411.0,0.0,0.0,0.0,4.0,0.49696969696969695
14,0.005480650978055424,0.06668342668742228,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
15,0.0020697229528405634,0.06831027081128783,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
16,0.0012114110599773435,0.06948243553051725,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
17,0.0010849236031600202,0.07030603194233173,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
18,0.0010078209586656438,0.07088433250408763,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
19,0.0009508375011277027,0.0712311694604488,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
20,0.0016362021605555827,0.07131502136606006,0.9903614457831326,1.0,0.9951573849878934,411.0,0.0,0.0,0.0,4.0,0.4975786924939467
