epoch,train_loss,val_loss,precision_0,recall_0,f1_0,support_0,precision_1,recall_1,f1_1,support_1,macro_f1,saved_model_path,training_phase
1,0.35009949617087843,0.1466211974620819,0.96875,1.0,0.9841269841269841,31.0,0.0,0.0,0.0,1.0,0.49206349206349204,models/Event_4_SUB_EN.jsonl.model_epoch_1,normal
4,0.10022033220157027,0.026609813794493675,1.0,1.0,1.0,31.0,1.0,1.0,1.0,1.0,1.0,models/Event_4_SUB_EN.jsonl.model_epoch_4,normal
