number,category,code,language,technical_label,reinforcement_triggered,n_epochs_normal_executed,n_epochs_reinforced_executed,best_epoch,best_training_phase,best_train_loss,best_val_loss,best_precision_0,best_recall_0,best_f1_0,support_0,best_precision_1,best_recall_1,best_f1_1,support_1,best_macro_f1,saved_model_path,model_artifact_mtime_utc
57,Protest,evt_protest,EN,Event_8_SUB,False,20,,4,normal,0.0088546762629875,0.026000240562168,0.9973821989528796,1.0,0.9986893840104848,381,1.0,0.8,0.8888888888888888,5,0.9437891364496868,models/Event_8_SUB_EN.jsonl.model_epoch_4,2025-05-01T22:19:31+00:00
57,Protest,evt_protest,FR,Event_8_SUB,False,20,,5,normal,0.0463192233314307,0.0385161571276302,0.9951219512195122,0.9975550122249388,0.9963369963369964,409,0.8,0.6666666666666666,0.7272727272727273,6,0.8618048618048618,models/Event_8_SUB_FR.jsonl.model_epoch_5,2025-05-01T22:32:45+00:00
58,Presence of Solutions (Primary Category),solution,EN,Solutions_Detection,False,20,,6,normal,0.0424243945519116,0.5973192900956537,0.93006993006993,0.8986486486486487,0.9140893470790378,296,0.7,0.7777777777777778,0.7368421052631579,90,0.8254657261710978,models/Solutions_Detection_EN.jsonl.model_epoch_6,2025-05-02T12:01:16+00:00
58,Presence of Solutions (Primary Category),solution,FR,Solutions_Detection,False,20,,4,normal,0.1021535089032517,0.2683530654758215,0.9714285714285714,0.918918918918919,0.9444444444444444,111,0.8269230769230769,0.9347826086956522,0.8775510204081632,46,0.910997732426304,models/Solutions_Detection_FR.jsonl.model_epoch_4,2025-05-02T12:13:51+00:00
59,Mitigation strategy,sol_mitigation,EN,Solutions_1_SUB,False,20,,16,normal,0.0014444574774884,0.8535812424138735,0.9377049180327868,0.9315960912052116,0.934640522875817,307,0.7407407407407407,0.759493670886076,0.75,79,0.8423202614379085,models/Solutions_1_SUB_EN.jsonl.model_epoch_16,2025-05-10T22:32:26.135111+00:00
59,Mitigation strategy,sol_mitigation,FR,Solutions_1_SUB,False,20,,7,normal,0.029521508106532,0.4912720751733734,0.9226006191950464,0.9612903225806452,0.9415481832543444,310,0.8695652173913043,0.7619047619047619,0.8121827411167513,105,0.8768654621855478,models/Solutions_1_SUB_FR.jsonl.model_epoch_7,2025-05-10T23:02:04.413295+00:00
60,Adaptation strategy,sol_adaptation,EN,Solutions_2_SUB,True,20,20.0,9,normal,0.0119934144242172,0.1268577833051005,0.9814814814814816,1.0,0.9906542056074766,371,1.0,0.5333333333333333,0.6956521739130435,15,0.84315318976026,models/Solutions_2_SUB_EN.jsonl.model_epoch_9,2025-05-10T22:39:23.948028+00:00
60,Adaptation strategy,sol_adaptation,FR,Solutions_2_SUB,False,20,,10,normal,0.0102434839220502,0.0844095866554058,0.9923273657289002,0.9847715736040608,0.9885350318471338,394,0.75,0.8571428571428571,0.8,21,0.8942675159235669,models/Solutions_2_SUB_FR.jsonl.model_epoch_10,2025-05-10T23:14:57.228360+00:00
61,Emotion: positive,tone_positive,EN,Emotion:_Positive,True,20,20.0,8,normal,0.003117764846382,0.4318277150508948,0.9552238805970148,0.9770992366412212,0.9660377358490566,131,0.625,0.4545454545454545,0.5263157894736842,11,0.7461767626613705,models/Emotion:_Positive_EN.jsonl.model_epoch_8,2025-05-01T16:42:04+00:00
61,Emotion: positive,tone_positive,FR,Emotion:_Positive,True,20,20.0,6,normal,0.0765630030383666,0.2344533413648605,0.958041958041958,0.9785714285714284,0.9681978798586572,140,0.7692307692307693,0.625,0.6896551724137931,16,0.8289265261362252,models/Emotion:_Positive_FR.jsonl.model_epoch_6,2025-05-01T17:35:53+00:00
62,Emotion: negative,tone_negative,EN,Emotion:_Negative,False,20,,2,normal,0.4310493856212314,0.621022323003182,0.8254716981132075,0.7478632478632479,0.7847533632286996,234,0.6609195402298851,0.756578947368421,0.7055214723926381,152,0.7451374178106689,models/Emotion:_Negative_EN.jsonl.model_epoch_2,2025-05-01T15:15:36+00:00
62,Emotion: negative,tone_negative,FR,Emotion:_Negative,False,20,,16,normal,0.0160487130163416,1.1323813452170446,0.8713692946058091,0.8171206225680934,0.8433734939759037,257,0.7298850574712644,0.8037974683544303,0.7650602409638554,158,0.8042168674698795,models/Emotion:_Negative_FR.jsonl.model_epoch_16,2025-05-01T15:53:58+00:00
63,Emotion: neutral,tone_neutral,EN,Emotion:_Neutral,False,20,,4,normal,0.1937495926965256,0.9202499389648438,0.7160493827160493,0.6408839779005525,0.6763848396501457,181,0.7098214285714286,0.775609756097561,0.7412587412587412,205,0.7088217904544435,models/Emotion:_Neutral_EN.jsonl.model_epoch_4,2025-05-01T16:00:32+00:00
63,Emotion: neutral,tone_neutral,FR,Emotion:_Neutral,False,20,,4,normal,0.190098111745384,0.9130076885223388,0.8627450980392157,0.5789473684210527,0.6929133858267716,76,0.6952380952380952,0.9125,0.7891891891891892,80,0.7410512875079804,models/Emotion:_Neutral_FR.jsonl.model_epoch_4,2025-05-01T16:15:46+00:00
64,Mention of Canada,canada,EN,Location_Detection,False,20,,7,normal,0.0561021753795901,0.1983228447676923,0.9795081967213116,0.956,0.9676113360323888,250,0.9225352112676056,0.9632352941176472,0.9424460431654677,136,0.9550286895989282,models/Location_Detection_EN.jsonl.model_epoch_7,2025-05-02T01:35:52+00:00
64,Mention of Canada,canada,FR,Location_Detection,False,20,,12,normal,0.0032205222148655,0.1755097011104226,1.0,0.9607843137254902,0.98,102,0.9310344827586208,1.0,0.9642857142857144,54,0.9721428571428572,models/Location_Detection_FR.jsonl.model_epoch_12,2025-05-02T01:53:00+00:00
65,Urgency to act,urgency,EN,RED_Detection,True,20,20.0,10,reinforced,0.001593103147461,0.3057610645790611,0.9806629834254144,0.9699453551912568,0.9752747252747253,366,0.5416666666666666,0.65,0.5909090909090909,20,0.7830919080919081,models/RED_Detection_EN.jsonl.model_reinforced_epoch_10,2025-05-02T09:18:03+00:00
65,Urgency to act,urgency,FR,RED_Detection,True,20,20.0,7,normal,0.0167469401942351,0.1720209386951934,0.982367758186398,0.9848484848484848,0.9836065573770492,396,0.6666666666666666,0.631578947368421,0.6486486486486487,19,0.8161276030128489,models/RED_Detection_FR.jsonl.model_epoch_7,2025-05-02T09:29:09+00:00
